,ID,scenario,seed,Controller,numPlatCars,numHumanCars,spdLeader,BeaconIntervalPlat,BeaconIntervalHuman,DENMInterval,DecelerationRate,PacketSize,Ctr_Param(Ploegh||Spacing),waitTime,Collision
268,157,79,0,PLOEG,7,100,100,0.05,0.02,0.05,6,100,0.2,0.094,False
269,158,79,0,PLOEG,7,100,100,0.05,0.02,0.05,6,100,0.2,0.006,False
270,159,80,0,PLOEG,7,100,100,0.05,0.02,0.05,6,100,0.3,0.094,False
271,160,80,0,PLOEG,7,100,100,0.05,0.02,0.05,6,100,0.3,0.006,False
272,161,81,0,PLOEG,7,100,100,0.05,0.02,0.05,6,100,0.5,0.094,False
273,162,81,0,PLOEG,7,100,100,0.05,0.02,0.05,6,100,0.5,0.006,False
274,163,82,0,PLOEG,7,100,100,0.05,0.02,0.05,6,500,0.2,0.094,False
275,164,82,0,PLOEG,7,100,100,0.05,0.02,0.05,6,500,0.2,0.006,False
276,165,83,0,PLOEG,7,100,100,0.05,0.02,0.05,6,500,0.3,0.094,False
277,166,83,0,PLOEG,7,100,100,0.05,0.02,0.05,6,500,0.3,0.006,False
278,167,84,0,PLOEG,7,100,100,0.05,0.02,0.05,6,500,0.5,0.094,False
279,168,84,0,PLOEG,7,100,100,0.05,0.02,0.05,6,500,0.5,0.006,False
280,169,85,0,PLOEG,7,100,100,0.05,0.04,0.05,8,100,0.2,0.063,False
281,170,85,0,PLOEG,7,100,100,0.05,0.04,0.05,8,100,0.2,0.004,False
282,171,86,0,PLOEG,7,100,100,0.05,0.04,0.05,8,100,0.3,0.063,False
283,172,86,0,PLOEG,7,100,100,0.05,0.04,0.05,8,100,0.3,0.004,False
284,173,87,0,PLOEG,7,100,100,0.05,0.04,0.05,8,100,0.5,0.063,False
285,174,87,0,PLOEG,7,100,100,0.05,0.04,0.05,8,100,0.5,0.004,False
286,175,88,0,PLOEG,7,100,100,0.05,0.04,0.05,8,500,0.2,0.063,False
287,176,88,0,PLOEG,7,100,100,0.05,0.04,0.05,8,500,0.2,0.004,False
288,177,89,0,PLOEG,7,100,100,0.05,0.04,0.05,8,500,0.3,0.063,False
289,178,89,0,PLOEG,7,100,100,0.05,0.04,0.05,8,500,0.3,0.004,False
290,179,90,0,PLOEG,7,100,100,0.05,0.04,0.05,8,500,0.5,0.063,False
291,180,90,0,PLOEG,7,100,100,0.05,0.04,0.05,8,500,0.5,0.004,False
292,181,91,0,PLOEG,7,100,100,0.05,0.04,0.05,6,100,0.2,0.063,False
293,182,91,0,PLOEG,7,100,100,0.05,0.04,0.05,6,100,0.2,0.004,False
